"Date","Price","Open","High","Low","Vol.","Change %"
"10/06/2011","108.24","107.93","108.27","107.64","5.28K","0.18%"
"09/06/2011","108.05","108.45","108.45","107.91","5.63K","-2.17%"
"08/06/2011","110.45","110.45","110.53","110.37","3.73K","-0.04%"
"07/06/2011","110.49","111.10","111.10","110.39","7.76K","-0.52%"
"06/06/2011","111.07","111.31","111.36","110.99","16.29K","-0.19%"
"03/06/2011","111.28","110.75","111.39","110.66","10.45K","0.49%"
"02/06/2011","110.74","110.46","110.89","110.20","6.10K","0.37%"
"01/06/2011","110.33","109.73","110.43","109.73","6.18K","0.43%"
"31/05/2011","109.86","109.70","110.18","109.52","7.22K","0.15%"
"30/05/2011","109.69","110.02","110.02","109.59","8.31K","-0.46%"
"27/05/2011","110.20","110.30","110.48","110.04","6.44K","-0.18%"
"26/05/2011","110.40","110.01","110.67","110.00","8.36K","0.13%"
"25/05/2011","110.26","109.85","110.34","109.58","9.45K","0.45%"
"24/05/2011","109.77","109.54","109.79","109.45","4.30K","0.24%"
"23/05/2011","109.51","109.55","109.69","108.89","9.88K","-0.32%"
"20/05/2011","109.86","110.19","110.19","109.55","7.90K","-0.06%"
"19/05/2011","109.93","110.26","110.26","109.65","5.51K","-0.16%"
"18/05/2011","110.11","110.26","110.26","109.84","3.90K","-0.08%"
"17/05/2011","110.20","110.17","110.44","110.17","4.38K","-0.19%"
"16/05/2011","110.41","110.22","110.48","110.15","3.04K","0.21%"
"13/05/2011","110.18","110.17","110.46","109.94","9.49K","-0.20%"
"12/05/2011","110.40","109.87","110.42","109.87","5.77K","0.38%"
"11/05/2011","109.98","109.90","110.07","109.85","4.27K","0.03%"
"10/05/2011","109.95","109.52","109.99","109.52","5.46K","0.23%"
"09/05/2011","109.70","109.73","109.78","109.42","5.17K","-0.08%"
"06/05/2011","109.79","109.87","109.97","109.38","7.07K","0.13%"
"05/05/2011","109.65","109.26","109.68","109.00","6.13K","0.19%"
"04/05/2011","109.44","109.55","109.61","109.35","5.40K","0.05%"
"03/05/2011","109.39","109.43","109.47","109.14","4.41K","0.15%"
"02/05/2011","109.23","109.25","109.36","108.91","1.73K","0.07%"
"29/04/2011","109.15","108.85","109.18","108.80","3.57K","0.30%"
"28/04/2011","108.82","108.59","108.87","108.42","11.53K","0.43%"
"27/04/2011","108.35","108.47","108.47","108.15","9.10K","-0.02%"
"26/04/2011","108.37","108.83","108.83","108.36","2.81K","-0.35%"
"21/04/2011","108.75","109.06","109.14","108.56","5.38K","-0.18%"
"20/04/2011","108.95","108.88","109.17","108.67","5.77K","0.12%"
"19/04/2011","108.82","108.45","108.95","108.39","7.17K","0.20%"
"18/04/2011","108.60","109.00","109.00","108.32","10.37K","-0.32%"
"15/04/2011","108.95","108.95","109.06","108.57","6.19K","-0.10%"
"14/04/2011","109.06","109.36","109.40","108.97","8.99K","-0.14%"
"13/04/2011","109.21","109.40","109.60","109.10","10.47K","-0.26%"
"12/04/2011","109.50","109.03","109.57","109.03","6.22K","0.44%"
"11/04/2011","109.02","108.82","109.10","108.68","3.67K","0.30%"
"08/04/2011","108.69","108.61","108.91","108.40","6.06K","-0.08%"
"07/04/2011","108.78","108.84","108.92","108.52","4.62K","-0.06%"
"06/04/2011","108.85","108.33","109.08","108.33","6.93K","0.30%"
"05/04/2011","108.52","108.20","108.61","108.20","5.54K","-0.06%"
"04/04/2011","108.58","107.99","108.70","107.99","3.73K","0.43%"
"01/04/2011","108.11","108.20","108.20","107.84","6.73K","0.14%"
